,CommName,SpeciesCatName,SciName,CommGroup
376434,Red grouper South Atlantic,Miscellaneous coastal fishes,Epinephelus morio,
376471,Red porgy Southern Atlantic coast,Miscellaneous coastal fishes,Pagrus pagrus,
376512,Red snapper Southern Atlantic coast,Miscellaneous coastal fishes,Lutjanus campechanus,
376571,Snowy grouper Southern Atlantic coast,Miscellaneous coastal fishes,Epinephelus niveatus,
376610,Spanish mackerel Gulf of Mexico,"Tunas, bonitos, billfishes",Scomberomorus maculatus,
376673,Spanish mackerel Southern Atlantic Coast,"Tunas, bonitos, billfishes",Scomberomorus maculatus,
376736,Tilefish Gulf of Mexico,Miscellaneous demersal fishes,Lopholatilus chamaeleonticeps,
376784,Tilefish Southern Atlantic coast,Miscellaneous demersal fishes,Lopholatilus chamaeleonticeps,
376836,Vermilion snapper Gulf of Mexico,Miscellaneous coastal fishes,Rhomboplites aurorubens,
376868,Vermilion snapper Southern Atlantic coast,Miscellaneous coastal fishes,Rhomboplites aurorubens,
376931,White shrimp Gulf of Mexico,"Shrimps, prawns",Litopenaeus setiferus,
376960,Yellowedge grouper Gulf of Mexico,Miscellaneous coastal fishes,Epinephelus flavolimbatus,
376998,Yellowtail Snapper Southern Atlantic Coast and Gulf of Mexico,Miscellaneous coastal fishes,Ocyurus chrysurus,
377061,Albacore tuna South Pacific Ocean,"Tunas, bonitos, billfishes",Thunnus alalunga,
377109,Bigeye tuna Central Western Pacific,"Tunas, bonitos, billfishes",Thunnus obesus,
377170,Bigeye tuna Western Pacific Ocean,"Tunas, bonitos, billfishes",Thunnus obesus,
377231,Skipjack tuna Central Western Pacific,"Tunas, bonitos, billfishes",Katsuwonus pelamis,
377294,Striped marlin Southwestern Pacific Ocean,"Tunas, bonitos, billfishes",Kajikia audax,
377355,Yellowfin tuna Central Western Pacific,"Tunas, bonitos, billfishes",Thunnus albacares,
377416,Chilean jack mackerel Chilean EEZ and offshore,Miscellaneous pelagic fishes,Trachurus murphyi,
377501,Turbot Black Sea,"Flounders, halibuts, soles",Psetta maxima,
377544,California scorpionfish Southern California,Miscellaneous demersal fishes,Scorpaena guttata,
377562,Pacific chub mackerel Pacific Coast,Miscellaneous pelagic fishes,Scomber japonicus,
377625,Dover sole Pacific Coast,"Flounders, halibuts, soles",Microstomus pacificus,
377688,Gopher rockfish Southern Pacific Coast,Miscellaneous demersal fishes,Sebastes carnatus,
377736,Greenspotted rockfish Pacific Coast North,Miscellaneous demersal fishes,Sebastes chlorostictus,
377799,Greenspotted rockfish Pacific Coast South,Miscellaneous demersal fishes,Sebastes chlorostictus,
377894,Shortbelly rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes jordani,
377957,Starry flounder Northern Pacific Coast,"Flounders, halibuts, soles",Platichthys stellatus,
378000,Starry flounder Southern Pacific Coast,"Flounders, halibuts, soles",Platichthys stellatus,
378043,Tasmanian giant crab Tasmania,"Crabs, sea-spiders",Pseudocarcinus gigas,
378178,Pacific Geoduck Washington,"Clams, cockles, arkshells",Panopea generosa,
378659,Fourspotted megrim ICES VIIIc-IXa,"Flounders, halibuts, soles",Lepidorhombus boscii,
378779,Megrim ICES VIIIc-IXa,"Flounders, halibuts, soles",Lepidorhombus whiffiagonis,
378807,common European sole Bay of Biscay,"Flounders, halibuts, soles",Solea vulgaris,
378865,Mackerel ICES Northeast Atlantic,Miscellaneous pelagic fishes,Scomber scombrus,
379010,European Plaice Irish Sea,"Flounders, halibuts, soles",Pleuronectes platessa,
379031,common European sole Irish Sea,"Flounders, halibuts, soles",Solea vulgaris,
379263,European Plaice ICES VIId,"Flounders, halibuts, soles",Pleuronectes platessa,
379297,European Plaice ICES IIIa,"Flounders, halibuts, soles",Pleuronectes platessa,
379334,European Plaice North Sea,"Flounders, halibuts, soles",Pleuronectes platessa,
379440,Sandeel North Sea Area 1,Miscellaneous coastal fishes,Ammodytes marinus,
379470,Sandeel North Sea Area 2,Miscellaneous coastal fishes,Ammodytes marinus,
379500,Sandeel North Sea Area 3,Miscellaneous coastal fishes,Ammodytes marinus,
379530,common European sole ICES Kattegat and Skagerrak,"Flounders, halibuts, soles",Solea vulgaris,
379561,common European sole North Sea,"Flounders, halibuts, soles",Solea vulgaris,
379618,common European sole ICES VIId,"Flounders, halibuts, soles",Solea vulgaris,
379700,European Plaice ICES VIIf-g,"Flounders, halibuts, soles",Pleuronectes platessa,
379721,European Plaice ICES VIIe,"Flounders, halibuts, soles",Pleuronectes platessa,
379755,common European sole Celtic Sea,"Flounders, halibuts, soles",Solea vulgaris,
379798,common European sole Western English Channel,"Flounders, halibuts, soles",Solea vulgaris,
379875,Barracudas nei,Miscellaneous pelagic fishes,Sphyraena spp,
379938,Carangids nei,Miscellaneous pelagic fishes,Carangidae,
380001,Cobia,Miscellaneous pelagic fishes,Rachycentron canadum,
380064,Indian mackerel,Miscellaneous pelagic fishes,Rastrelliger kanagurta,
380127,"Jacks, crevalles nei",Miscellaneous pelagic fishes,Caranx spp,
380190,Needlefishes nei,Miscellaneous pelagic fishes,Tylosurus spp,
380253,Pelagic percomorphs nei,Miscellaneous pelagic fishes,Perciformes,
380316,Queenfishes,Miscellaneous pelagic fishes,Scomberoides spp,
380379,Black pomfret,Miscellaneous pelagic fishes,Parastromateus niger,
380442,"Butterfishes, pomfrets nei",Miscellaneous pelagic fishes,Stromateidae,
380505,Common dolphinfish,Miscellaneous pelagic fishes,Coryphaena hippurus,
380568,Scads nei,Miscellaneous pelagic fishes,Decapterus spp,
380631,Torpedo scad,Miscellaneous pelagic fishes,Megalaspis cordyla,
380694,Flat needlefish,Miscellaneous pelagic fishes,Ablennes hians,
380757,Giant trevally,Miscellaneous pelagic fishes,Caranx ignobilis,
380820,Golden trevally,Miscellaneous pelagic fishes,Gnathanodon speciosus,
380883,Malabar trevally,Miscellaneous pelagic fishes,Carangoides malabaricus,
380946,Bigeye trevally,Miscellaneous pelagic fishes,Caranx sexfasciatus,
381009,Bluefin trevally,Miscellaneous pelagic fishes,Caranx melampygus,
381072,Great barracuda,Miscellaneous pelagic fishes,Sphyraena barracuda,
381135,Hound needlefish,Miscellaneous pelagic fishes,Tylosurus crocodilus,
381198,Indian scad,Miscellaneous pelagic fishes,Decapterus russelli,
381261,Needlescaled queenfish,Miscellaneous pelagic fishes,Scomberoides tol,
381324,Obtuse barracuda,Miscellaneous pelagic fishes,Sphyraena obtusata,
381387,Orangespotted trevally,Miscellaneous pelagic fishes,Carangoides bajad,
381450,Pickhandle barracuda,Miscellaneous pelagic fishes,Sphyraena jello,
381513,Shrimp scad,Miscellaneous pelagic fishes,Alepes djedaba,
381576,Silver pomfret,Miscellaneous pelagic fishes,Pampus argenteus,
381639,Snubnose pompano,Miscellaneous pelagic fishes,Trachinotus blochii,
381702,Talang queenfish,Miscellaneous pelagic fishes,Scomberoides commersonnianus,
381765,Yellowspotted trevally,Miscellaneous pelagic fishes,Carangoides fulvoguttatus,
381828,Yellowtail scad,Miscellaneous pelagic fishes,Atule mate,
381891,Indian mackerels nei,Miscellaneous pelagic fishes,Rastrelliger spp,
381954,Amberjacks nei,Miscellaneous pelagic fishes,Seriola spp,
382017,Halfbeaks nei,Miscellaneous pelagic fishes,Hemiramphus spp,
382080,Jack and horse mackerels nei,Miscellaneous pelagic fishes,Trachurus spp,
382143,Yellowstripe scad,Miscellaneous pelagic fishes,Selaroides leptolepis,
382199,Chub mackerel,Miscellaneous pelagic fishes,Scomber japonicus,
382262,False trevally,Miscellaneous pelagic fishes,Lactarius lactarius,
382325,Flyingfishes nei,Miscellaneous pelagic fishes,Exocoetidae,
382388,Pompanos nei,Miscellaneous pelagic fishes,Trachinotus spp,
382451,Indian pompano,Miscellaneous pelagic fishes,Trachinotus mookalee,
382514,"Needlefishes, etc. nei",Miscellaneous pelagic fishes,Belonidae,
382577,Mackerels nei,Miscellaneous pelagic fishes,Scombridae,
382759,Bluefish,Miscellaneous pelagic fishes,Pomatomus saltatrix,
382948,Mediterranean horse mackerel,Miscellaneous pelagic fishes,Trachurus mediterraneus,
383011,Silversides(=Sand smelts) nei,Miscellaneous pelagic fishes,Atherinidae,
383074,Big-scale sand smelt,Miscellaneous pelagic fishes,Atherina boyeri,
383137,Garfish,Miscellaneous pelagic fishes,Belone belone,
383200,Atlantic horse mackerel,Miscellaneous pelagic fishes,Trachurus trachurus,
383263,Greater amberjack,Miscellaneous pelagic fishes,Seriola dumerili,
383326,Scomber mackerels nei,Miscellaneous pelagic fishes,Scomber spp,
383389,Atlantic mackerel,Miscellaneous pelagic fishes,Scomber scombrus,
383452,Atlantic pomfret,Miscellaneous pelagic fishes,Brama brama,
383641,European barracuda,Miscellaneous pelagic fishes,Sphyraena sphyraena,
383704,Leerfish,Miscellaneous pelagic fishes,Lichia amia,
383865,African moonfish,Miscellaneous pelagic fishes,Selene dorsalis,
383928,Atlantic bumper,Miscellaneous pelagic fishes,Chloroscombrus chrysurus,
384678,Blue butterfish,Miscellaneous pelagic fishes,Stromateus fiatola,
384930,Cunene horse mackerel,Miscellaneous pelagic fishes,Trachurus trecae,
384982,False scad,Miscellaneous pelagic fishes,Caranx rhonchus,
385045,Crevalle jack,Miscellaneous pelagic fishes,Caranx hippos,
385171,Rainbow runner,Miscellaneous pelagic fishes,Elagatis bipinnulata,
385297,Alexandria pompano,Miscellaneous pelagic fishes,Alectis alexandrinus,
385486,Vadigo,Miscellaneous pelagic fishes,Campogramma glaycos,
385675,Bigeye scad,Miscellaneous pelagic fishes,Selar crumenophthalmus,
386494,Short mackerel,Miscellaneous pelagic fishes,Rastrelliger brachysoma,
386872,Blackbanded trevally,Miscellaneous pelagic fishes,Seriolina nigrofasciata,
387922,Opah,Miscellaneous pelagic fishes,Lampris guttatus,
387985,Pacific jack mackerel,Miscellaneous pelagic fishes,Trachurus symmetricus,
388048,Pacific pompano,Miscellaneous pelagic fishes,Peprilus simillimus,
388078,"Pomfrets, ocean breams nei",Miscellaneous pelagic fishes,Bramidae,
388330,Yellowtail amberjack,Miscellaneous pelagic fishes,Seriola lalandi,
388888,Atlantic saury,Miscellaneous pelagic fishes,Scomberesox saurus,
389077,Chilean silverside,Miscellaneous pelagic fishes,Odontesthes regia,
389140,Southern rays bream,Miscellaneous pelagic fishes,Brama australis,
389329,Pacific bumper,Miscellaneous pelagic fishes,Chloroscombrus orqueta,
389392,Atlantic butterfish,Miscellaneous pelagic fishes,Peprilus triacanthus,
389494,Capelin,Miscellaneous pelagic fishes,Mallotus villosus,
389557,Atlantic silverside,Miscellaneous pelagic fishes,Menidia menidia,
389683,American harvestfish,Miscellaneous pelagic fishes,Peprilus paru,
390029,Dealfish,Miscellaneous pelagic fishes,Trachipterus arcticus,
390092,Florida pompano,Miscellaneous pelagic fishes,Trachinotus carolinus,
390468,Blue jack mackerel,Miscellaneous pelagic fishes,Trachurus picturatus,
391342,Cape horse mackerel,Miscellaneous pelagic fishes,Trachurus capensis,
392588,Ballyhoo halfbeak,Miscellaneous pelagic fishes,Hemiramphus brasiliensis,
392651,Bar jack,Miscellaneous pelagic fishes,Caranx ruber,
393090,Blue runner,Miscellaneous pelagic fishes,Caranx crysos,
393531,Atlantic moonfish,Miscellaneous pelagic fishes,Selene setapinnis,
393594,"Gulf butterfishes, etc. nei",Miscellaneous pelagic fishes,Peprilus spp,
395034,Rough scad,Miscellaneous pelagic fishes,Trachurus lathami,
395223,Parona leatherjacket,Miscellaneous pelagic fishes,Parona signata,
395349,Pacific saury,Miscellaneous pelagic fishes,Cololabis saira,
395979,Japanese jack mackerel,Miscellaneous pelagic fishes,Trachurus japonicus,
396042,Japanese scad,Miscellaneous pelagic fishes,Decapterus maruadsi,
396294,Silver pomfrets nei,Miscellaneous pelagic fishes,Pampus spp,
396420,Japanese flyingfish,Miscellaneous pelagic fishes,Cypselurus agoo,
396477,Japanese halfbeak,Miscellaneous pelagic fishes,Hyporhamphus sajori,
396540,Greenback horse mackerel,Miscellaneous pelagic fishes,Trachurus declivis,
396603,Blue mackerel,Miscellaneous pelagic fishes,Scomber australasicus,
397059,White trevally,Miscellaneous pelagic fishes,Pseudocaranx dentex,
397373,Dealfishes,Miscellaneous pelagic fishes,Trachipterus spp,
399552,Atlantic bonito,"Tunas, bonitos, billfishes",Sarda sarda,
399615,Tuna-like fishes nei,"Tunas, bonitos, billfishes",Scombroidei,
399678,Plain bonito,"Tunas, bonitos, billfishes",Orcynopsis unicolor,
399867,Black marlin,"Tunas, bonitos, billfishes",Makaira indica,
399993,Indo-Pacific sailfish,"Tunas, bonitos, billfishes",Istiophorus platypterus,
400182,Narrow-barred Spanish mackerel,"Tunas, bonitos, billfishes",Scomberomorus commerson,
400308,Striped bonito,"Tunas, bonitos, billfishes",Sarda orientalis,
400623,Blue marlin,"Tunas, bonitos, billfishes",Makaira nigricans,
400686,"Marlins,sailfishes,etc. nei","Tunas, bonitos, billfishes",Istiophoridae,
400749,Striped marlin,"Tunas, bonitos, billfishes",Tetrapturus audax,
400812,Swordfish,"Tunas, bonitos, billfishes",Xiphias gladius,
400938,Shortbill spearfish,"Tunas, bonitos, billfishes",Tetrapturus angustirostris,
401001,Wahoo,"Tunas, bonitos, billfishes",Acanthocybium solandri,
401064,Dogtooth tuna,"Tunas, bonitos, billfishes",Gymnosarda unicolor,
401127,Indo-Pacific king mackerel,"Tunas, bonitos, billfishes",Scomberomorus guttatus,
401190,Seerfishes nei,"Tunas, bonitos, billfishes",Scomberomorus spp,
401253,Streaked seerfish,"Tunas, bonitos, billfishes",Scomberomorus lineolatus,
401568,Longbill spearfish,"Tunas, bonitos, billfishes",Tetrapturus pfluegeri,
401882,West African Spanish mackerel,"Tunas, bonitos, billfishes",Scomberomorus tritor,
403577,Cero,"Tunas, bonitos, billfishes",Scomberomorus regalis,
403640,King mackerel,"Tunas, bonitos, billfishes",Scomberomorus cavalla,
404018,Serra Spanish mackerel,"Tunas, bonitos, billfishes",Scomberomorus brasiliensis,
404207,Atlantic Spanish mackerel,"Tunas, bonitos, billfishes",Scomberomorus maculatus,
404270,Frigate tuna,"Tunas, bonitos, billfishes",Auxis thazard,
405955,Black skipjack,"Tunas, bonitos, billfishes",Euthynnus lineatus,
406018,Pacific sierra,"Tunas, bonitos, billfishes",Scomberomorus sierra,
406396,Eastern Pacific bonito,"Tunas, bonitos, billfishes",Sarda chiliensis,
409082,Butterfly kingfish,"Tunas, bonitos, billfishes",Gasterochisma melampus,
410171,Japanese Spanish mackerel,"Tunas, bonitos, billfishes",Scomberomorus niphonius,
417051,Marine fishes nei,Marine fishes not identified,Osteichthyes,
417492,Finfishes nei,Marine fishes not identified,Osteichthyes,
